STA,Date,Precip,WindGustSpd,MaxTemp,MinTemp,MeanTemp,Snowfall,PoorWeather,YR,MO,DA
10701,29-07-42,3.556,,30,24.44444444,27.22222222,0,,42,7,29
10701,30-07-42,2.794,,32.22222222,22.22222222,27.22222222,0,,42,7,30
10701,31-07-42,5.334,,31.11111111,22.77777778,26.66666667,0,,42,7,31
10701,01-08-42,5.334,,32.77777778,24.44444444,28.88888889,0,,42,8,1
10701,02-08-42,1.016,,28.88888889,22.77777778,25.55555556,0,,42,8,2
10701,03-08-42,6.35,,29.44444444,23.33333333,26.66666667,0,,42,8,3
10701,04-08-42,1.27,,27.77777778,21.66666667,24.44444444,0,,42,8,4
10701,05-08-42,T,,33.33333333,22.22222222,27.77777778,0,,42,8,5
10701,06-08-42,0,,34.44444444,24.44444444,29.44444444,0,,42,8,6
10701,07-08-42,0.762,,28.88888889,23.88888889,25.55555556,0,,42,8,7
10701,08-08-42,63.754,,32.22222222,22.22222222,27.22222222,0,,42,8,8
10701,09-08-42,T,,28.88888889,21.11111111,25,0,,42,8,9
10701,10-08-42,T,,31.66666667,22.77777778,27.22222222,0,,42,8,10
10701,11-08-42,1.016,,27.77777778,23.33333333,25.55555556,0,,42,8,11
10701,12-08-42,1.016,,32.22222222,23.33333333,27.77777778,0,,42,8,12
10701,13-08-42,0.254,,27.22222222,24.44444444,25.55555556,0,,42,8,13
10701,14-08-42,13.208,,30,22.77777778,26.66666667,0,,42,8,14
10701,15-08-42,0,,30.55555556,22.22222222,26.66666667,0,,42,8,15
10701,16-08-42,56.134,,31.66666667,21.66666667,26.66666667,0,,42,8,16
10701,17-08-42,T,,33.33333333,21.66666667,27.77777778,0,,42,8,17
10701,18-08-42,7.874,,30.55555556,24.44444444,27.77777778,0,,42,8,18
10701,19-08-42,T,,28.88888889,22.77777778,25.55555556,0,,42,8,19
10701,20-08-42,0,,31.66666667,22.22222222,26.66666667,0,,42,8,20
10701,21-08-42,T,,33.33333333,23.33333333,28.33333333,0,,42,8,21
10701,22-08-42,T,,30,23.88888889,26.66666667,0,,42,8,22
10701,23-08-42,T,,30.55555556,23.33333333,26.66666667,0,,42,8,23
10701,24-08-42,T,,28.88888889,22.22222222,25.55555556,0,,42,8,24
10701,25-08-42,0,,30.55555556,21.66666667,26.11111111,0,,42,8,25
10701,26-08-42,0,,31.11111111,23.33333333,27.22222222,0,,42,8,26
10701,27-08-42,0,,30.55555556,23.33333333,26.66666667,0,,42,8,27
10701,28-08-42,T,,29.44444444,23.33333333,26.66666667,0,1,42,8,28
10701,29-08-42,0,,31.11111111,22.22222222,26.66666667,0,,42,8,29
10701,30-08-42,0,,30,23.33333333,26.66666667,0,,42,8,30
10701,31-08-42,0,,31.66666667,21.66666667,26.66666667,0,,42,8,31
10701,01-09-42,0,,33.33333333,24.44444444,28.88888889,0,,42,9,1
10701,04-09-42,4.572,,28.88888889,22.77777778,25.55555556,0,,42,9,4
10701,05-09-42,14.478,,29.44444444,22.77777778,26.11111111,0,,42,9,5
10701,06-09-42,4.318,,28.88888889,23.88888889,26.11111111,0,,42,9,6
10701,07-09-42,0,,31.66666667,22.22222222,26.66666667,0,,42,9,7
10701,08-09-42,T,,32.22222222,24.44444444,28.33333333,0,,42,9,8
10701,09-09-42,66.04,,32.22222222,24.44444444,28.33333333,0,,42,9,9
10701,10-09-42,15.24,,30.55555556,23.33333333,26.66666667,0,,42,9,10
10701,11-09-42,41.656,,31.11111111,23.33333333,27.22222222,0,,42,9,11
10701,12-09-42,2.032,,30.55555556,23.33333333,26.66666667,0,,42,9,12
10701,13-09-42,T,,31.66666667,23.33333333,27.22222222,0,,42,9,13
10701,14-09-42,T,,30,22.22222222,26.11111111,0,,42,9,14
10701,15-09-42,T,,31.66666667,24.44444444,27.77777778,0,,42,9,15
10701,16-09-42,0,,28.33333333,22.77777778,25.55555556,0,,42,9,16
10701,18-09-42,0.762,,30,18.33333333,23.88888889,0,,42,9,18
10701,19-09-42,0.762,,30.55555556,22.77777778,26.66666667,0,,42,9,19
10701,20-09-42,0.508,,31.66666667,23.88888889,27.77777778,0,,42,9,20
10701,21-09-42,1.524,,31.11111111,23.33333333,27.22222222,0,,42,9,21
10701,22-09-42,1.27,,30.55555556,24.44444444,27.22222222,0,,42,9,22
10701,23-09-42,2.794,,32.22222222,23.88888889,27.77777778,0,,42,9,23
10701,24-09-42,46.482,,28.33333333,24.44444444,25.55555556,0,,42,9,24
10701,25-09-42,2.54,,29.44444444,23.88888889,26.66666667,0,,42,9,25
10701,26-09-42,3.556,,29.44444444,23.88888889,26.66666667,0,,42,9,26
10701,27-09-42,54.61,,27.22222222,23.33333333,25,0,,42,9,27
10701,28-09-42,42.164,,28.33333333,21.66666667,25,0,,42,9,28
10701,29-09-42,0,,29.44444444,22.22222222,25.55555556,0,,42,9,29
10701,30-09-42,T,,29.44444444,22.22222222,25.55555556,0,,42,9,30
10701,01-10-42,6.35,,30,23.88888889,26.66666667,0,,42,10,1
10701,02-10-42,0.508,,31.11111111,22.77777778,26.66666667,0,,42,10,2
10701,03-10-42,1.524,,33.88888889,22.22222222,27.77777778,0,,42,10,3
10701,04-10-42,25.4,,30.55555556,22.22222222,26.66666667,0,,42,10,4
10701,05-10-42,T,,28.88888889,22.22222222,25.55555556,0,,42,10,5
10701,06-10-42,6.35,,28.88888889,22.22222222,25.55555556,0,,42,10,6
10701,07-10-42,14.732,,29.44444444,21.66666667,25.55555556,0,,42,10,7
10701,08-10-42,T,,31.66666667,21.66666667,26.66666667,0,,42,10,8
10701,09-10-42,T,,32.22222222,22.22222222,27.22222222,0,,42,10,9
10701,10-10-42,1.778,,31.11111111,22.22222222,26.66666667,0,,42,10,10
10701,11-10-42,0.254,,30,22.77777778,26.66666667,0,,42,10,11
10701,12-10-42,25.4,,29.44444444,22.77777778,26.11111111,0,,42,10,12
10701,13-10-42,14.478,,30.55555556,22.22222222,26.66666667,0,,42,10,13
10701,14-10-42,3.81,,30.55555556,22.22222222,26.66666667,0,,42,10,14
10701,15-10-42,0.762,,30.55555556,22.77777778,26.66666667,0,,42,10,15
10701,16-10-42,1.016,,30.55555556,23.33333333,26.66666667,0,,42,10,16
10701,17-10-42,0,,31.66666667,22.22222222,26.66666667,0,,42,10,17
10701,18-10-42,50.8,,29.44444444,22.77777778,26.11111111,0,,42,10,18
10701,19-10-42,1.016,,30,22.22222222,26.11111111,0,,42,10,19
10701,20-10-42,0,,31.11111111,22.22222222,26.66666667,0,,42,10,20
10701,21-10-42,T,,30,22.22222222,26.11111111,0,,42,10,21
10701,22-10-42,T,,30,23.33333333,26.66666667,0,,42,10,22
10701,23-10-42,T,,31.11111111,22.77777778,26.66666667,0,,42,10,23
10701,24-10-42,6.35,,30.55555556,23.88888889,27.22222222,0,,42,10,24
10701,25-10-42,3.302,,30,23.88888889,26.66666667,0,,42,10,25
10701,26-10-42,1.27,,29.44444444,23.33333333,26.66666667,0,,42,10,26
10701,27-10-42,10.668,,29.44444444,22.22222222,25.55555556,0,,42,10,27
10701,28-10-42,14.478,,28.33333333,23.33333333,25.55555556,0,,42,10,28
10701,29-10-42,6.604,,29.44444444,23.33333333,26.66666667,0,,42,10,29
10701,30-10-42,19.05,,27.77777778,22.77777778,25.55555556,0,,42,10,30
10701,31-10-42,10.414,,29.44444444,22.22222222,25.55555556,0,,42,10,31
10701,01-11-42,50.8,,29.44444444,21.66666667,25.55555556,0,1,42,11,1
10701,02-11-42,5.842,,30,20.55555556,25.55555556,0,1,42,11,2
10701,03-11-42,9.398,,30,22.22222222,26.11111111,0,1,42,11,3
10701,04-11-42,26.416,,29.44444444,22.77777778,26.11111111,0,1,42,11,4
10701,05-11-42,8.636,,30.55555556,22.77777778,26.66666667,0,1,42,11,5
10701,06-11-42,20.574,,29.44444444,22.22222222,25.55555556,0,1,42,11,6
10701,07-11-42,19.558,,30,21.66666667,25.55555556,0,1,42,11,7
10701,08-11-42,0.254,,31.11111111,21.66666667,26.66666667,0,1,42,11,8
10701,09-11-42,T,,30.55555556,22.22222222,26.66666667,0,1,42,11,9
10701,10-11-42,0.254,,29.44444444,22.22222222,25.55555556,0,1,42,11,10
10701,11-11-42,9.144,,26.66666667,22.77777778,24.44444444,0,1,42,11,11
10701,12-11-42,1.27,,29.44444444,22.77777778,26.11111111,0,1,42,11,12
10701,15-11-42,T,,31.66666667,22.77777778,27.22222222,0,1,42,11,15
10701,16-11-42,4.572,,30.55555556,22.77777778,26.66666667,0,1,42,11,16
10701,17-11-42,3.81,,29.44444444,22.77777778,26.11111111,0,1,42,11,17
10701,18-11-42,0,,32.22222222,22.22222222,27.22222222,0,,42,11,18
10701,19-11-42,1.016,,30.55555556,22.22222222,26.66666667,0,1,42,11,19
10701,20-11-42,T,,30.55555556,22.22222222,26.66666667,0,1,42,11,20
10701,21-11-42,7.112,,32.22222222,22.22222222,27.77777778,0,1,42,11,21
10701,22-11-42,T,,30.55555556,22.77777778,26.66666667,0,1,42,11,22
10701,23-11-42,0,,31.66666667,22.22222222,26.66666667,0,,42,11,23
10701,24-11-42,T,,31.66666667,23.33333333,27.77777778,0,1,42,11,24
10701,25-11-42,5.588,,29.44444444,23.33333333,26.66666667,0,1,42,11,25
10701,26-11-42,31.75,,28.88888889,22.22222222,25.55555556,0,1,42,11,26
10701,27-11-42,2.032,,31.66666667,21.66666667,26.66666667,0,1,42,11,27
10701,28-11-42,0.254,,31.11111111,21.66666667,26.66666667,0,1,42,11,28
10701,29-11-42,T,,30.55555556,22.77777778,26.66666667,0,1,42,11,29
10701,30-11-42,T,,31.66666667,21.66666667,26.66666667,0,1,42,11,30
10701,01-12-42,2.032,,30,21.11111111,25.55555556,0,,42,12,1
10701,02-12-42,1.27,,29.44444444,22.77777778,26.11111111,0,1,42,12,2
10701,03-12-42,4.572,,30.55555556,22.77777778,26.66666667,0,1,42,12,3
10701,04-12-42,0.508,,30,22.22222222,26.11111111,0,1,42,12,4
10701,05-12-42,26.67,,28.88888889,23.33333333,26.11111111,0,1,42,12,5
10701,06-12-42,2.286,,31.66666667,22.22222222,26.66666667,0,1,42,12,6
10701,07-12-42,0.762,,32.77777778,23.33333333,27.77777778,0,1,42,12,7
10701,08-12-42,18.796,,30.55555556,23.88888889,27.22222222,0,1,42,12,8
10701,09-12-42,0.254,,31.11111111,23.33333333,27.22222222,0,1,42,12,9
10701,10-12-42,23.114,,31.11111111,22.22222222,26.66666667,0,1,42,12,10
10701,11-12-42,0,,31.11111111,21.66666667,26.66666667,0,,42,12,11
10701,12-12-42,0,,31.66666667,23.33333333,27.22222222,0,,42,12,12
10701,13-12-42,0.762,,32.22222222,21.66666667,26.66666667,0,1,42,12,13
10701,14-12-42,0,,29.44444444,23.33333333,26.66666667,0,1,42,12,14
10701,15-12-42,T,,31.11111111,23.33333333,27.22222222,0,1,42,12,15
10701,16-12-42,0.254,,28.33333333,23.88888889,26.11111111,0,1,42,12,16
10701,17-12-42,11.176,,28.88888889,23.33333333,26.11111111,0,1,42,12,17
10701,18-12-42,50.292,,26.66666667,22.77777778,24.44444444,0,1,42,12,18
10701,19-12-42,0.508,,29.44444444,23.33333333,26.66666667,0,1,42,12,19
10701,20-12-42,1.016,,30,23.88888889,26.66666667,0,1,42,12,20
10701,21-12-42,34.544,,29.44444444,22.22222222,25.55555556,0,1,42,12,21
10701,22-12-42,2.794,,29.44444444,22.22222222,25.55555556,0,1,42,12,22
10701,23-12-42,44.704,,30.55555556,22.22222222,26.66666667,0,1,42,12,23
10701,24-12-42,0,,32.22222222,20,26.11111111,0,,42,12,24
10701,27-12-42,8.382,,30.55555556,22.77777778,26.66666667,0,1,42,12,27
10701,28-12-42,5.08,,30.55555556,22.22222222,26.66666667,0,1,42,12,28
10701,29-12-42,3.556,,31.11111111,22.22222222,26.66666667,0,1,42,12,29
10701,30-12-42,2.794,,32.22222222,22.22222222,27.22222222,0,1,42,12,30
10701,31-12-42,0,,31.66666667,21.66666667,26.66666667,0,,42,12,31
10701,01-01-43,T,,32.22222222,21.66666667,26.66666667,0,1,43,1,1
10701,02-01-43,0,,32.22222222,23.33333333,27.77777778,0,,43,1,2
10701,03-01-43,0,,32.77777778,23.33333333,27.77777778,0,,43,1,3
10701,04-01-43,0,,32.22222222,24.44444444,28.33333333,0,,43,1,4
10701,05-01-43,0,,32.22222222,23.88888889,27.77777778,0,,43,1,5
10701,06-01-43,0,,31.66666667,23.33333333,27.77777778,0,,43,1,6
10701,07-01-43,T,,32.22222222,22.77777778,27.77777778,0,1,43,1,7
10701,08-01-43,0,,32.77777778,23.88888889,28.33333333,0,,43,1,8
10701,09-01-43,0,,32.22222222,23.33333333,27.77777778,0,,43,1,9
10701,10-01-43,T,,32.22222222,22.22222222,27.22222222,0,1,43,1,10
10701,11-01-43,0,,32.22222222,22.77777778,27.77777778,0,,43,1,11
10701,12-01-43,0,,32.22222222,21.66666667,26.66666667,0,,43,1,12
10701,13-01-43,0,,32.77777778,21.11111111,26.66666667,0,,43,1,13
10701,14-01-43,T,,30.55555556,22.22222222,26.66666667,0,1,43,1,14
10701,15-01-43,0,,31.11111111,22.77777778,26.66666667,0,,43,1,15
10701,16-01-43,T,,33.33333333,22.22222222,27.77777778,0,1,43,1,16
10701,17-01-43,T,,32.22222222,22.77777778,27.77777778,0,1,43,1,17
10701,18-01-43,0,,32.22222222,24.44444444,28.33333333,0,,43,1,18
10701,19-01-43,0.254,,32.77777778,23.33333333,27.77777778,0,1,43,1,19
10701,20-01-43,T,,32.22222222,22.77777778,27.77777778,0,1,43,1,20
10701,21-01-43,0,,32.22222222,20.55555556,26.66666667,0,,43,1,21
10701,22-01-43,0,,32.22222222,20,26.11111111,0,,43,1,22
10701,23-01-43,1.27,,31.66666667,21.11111111,26.66666667,0,1,43,1,23
10701,24-01-43,2.032,,30.55555556,21.11111111,25.55555556,0,1,43,1,24
10701,25-01-43,9.144,,29.44444444,21.11111111,25.55555556,0,1,43,1,25
10701,26-01-43,0.254,,31.11111111,20,25.55555556,0,1,43,1,26
10701,27-01-43,10.922,,31.66666667,20.55555556,26.11111111,0,1,43,1,27
10701,28-01-43,0,,32.22222222,21.11111111,26.66666667,0,,43,1,28
10701,29-01-43,20.32,,32.77777778,21.66666667,27.22222222,0,1,43,1,29
10701,30-01-43,0,,32.77777778,21.66666667,27.22222222,0,,43,1,30
10701,31-01-43,0,,32.22222222,22.77777778,27.77777778,0,,43,1,31
10701,01-02-43,T,,32.22222222,22.77777778,27.77777778,0,1,43,2,1
10701,02-02-43,0,,31.66666667,21.66666667,26.66666667,0,,43,2,2
10701,03-02-43,0,,32.77777778,21.66666667,27.22222222,0,,43,2,3
10701,04-02-43,0.508,,31.66666667,22.22222222,26.66666667,0,1,43,2,4
10701,05-02-43,0.508,,31.66666667,22.22222222,26.66666667,0,1,43,2,5
10701,06-02-43,0,,32.77777778,22.77777778,27.77777778,0,,43,2,6
10701,07-02-43,0,,32.22222222,22.22222222,27.22222222,0,,43,2,7
10701,08-02-43,0,,32.22222222,21.11111111,26.66666667,0,,43,2,8
10701,09-02-43,0,,31.11111111,21.11111111,26.11111111,0,,43,2,9
10701,10-02-43,0,,33.33333333,21.66666667,27.77777778,0,,43,2,10
10701,11-02-43,0,,32.22222222,21.11111111,26.66666667,0,,43,2,11
10701,12-02-43,0,,32.22222222,22.22222222,27.22222222,0,,43,2,12
10701,13-02-43,T,,32.22222222,23.33333333,27.77777778,0,1,43,2,13
10701,14-02-43,T,,33.33333333,23.33333333,28.33333333,0,1,43,2,14
10701,15-02-43,T,,31.66666667,23.33333333,27.77777778,0,1,43,2,15
10701,16-02-43,T,,32.22222222,23.33333333,27.77777778,0,1,43,2,16
10701,17-02-43,0,,32.77777778,22.22222222,27.77777778,0,,43,2,17
10701,18-02-43,T,,32.22222222,22.22222222,27.22222222,0,1,43,2,18
10701,19-02-43,3.81,,28.33333333,22.77777778,25.55555556,0,1,43,2,19
10701,20-02-43,0,,32.77777778,21.66666667,27.22222222,0,,43,2,20
10701,21-02-43,0,,33.33333333,21.11111111,27.22222222,0,,43,2,21
10701,22-02-43,0,,32.77777778,21.11111111,26.66666667,0,,43,2,22
10701,23-02-43,0,,31.11111111,21.11111111,26.11111111,0,,43,2,23
10701,24-02-43,0,,33.33333333,22.77777778,27.77777778,0,,43,2,24
10701,25-02-43,0,,32.77777778,23.88888889,28.33333333,0,,43,2,25
10701,26-02-43,0,,32.22222222,23.33333333,27.77777778,0,,43,2,26
10701,27-02-43,T,,31.66666667,23.33333333,27.77777778,0,1,43,2,27
10701,28-02-43,T,,31.66666667,22.77777778,27.22222222,0,1,43,2,28
10701,01-03-43,T,,32.77777778,22.22222222,27.77777778,0,1,43,3,1
10701,02-03-43,T,,32.77777778,23.33333333,27.77777778,0,1,43,3,2
10701,03-03-43,0.254,,33.33333333,22.77777778,27.77777778,0,1,43,3,3
10701,04-03-43,T,,32.77777778,22.22222222,27.77777778,0,1,43,3,4
10701,05-03-43,0,,33.88888889,20.55555556,27.22222222,0,,43,3,5
10701,06-03-43,4.826,,32.77777778,21.66666667,27.22222222,0,1,43,3,6
10701,07-03-43,13.462,,32.22222222,21.11111111,26.66666667,0,1,43,3,7
10701,08-03-43,0,,32.77777778,21.11111111,26.66666667,0,,43,3,8
10701,09-03-43,0,,33.33333333,21.11111111,27.22222222,0,,43,3,9
10701,10-03-43,0,,33.33333333,21.66666667,27.77777778,0,,43,3,10
10701,11-03-43,T,,33.33333333,21.66666667,27.77777778,0,1,43,3,11
10701,12-03-43,0,,33.88888889,22.22222222,27.77777778,0,,43,3,12
10701,13-03-43,T,,33.33333333,21.11111111,27.22222222,0,1,43,3,13
10701,14-03-43,0,,33.33333333,22.22222222,27.77777778,0,,43,3,14
10701,15-03-43,0,,33.88888889,22.77777778,28.33333333,0,,43,3,15
10701,16-03-43,0,,32.77777778,21.66666667,27.22222222,0,,43,3,16
10701,17-03-43,1.016,,32.77777778,21.66666667,27.22222222,0,1,43,3,17
10701,18-03-43,2.54,,31.66666667,20.55555556,26.11111111,0,1,43,3,18
10701,19-03-43,48.26,,31.66666667,21.66666667,26.66666667,0,1,43,3,19
10701,20-03-43,0,,32.77777778,21.11111111,26.66666667,0,,43,3,20
10701,21-03-43,0.254,,30.55555556,21.66666667,26.66666667,0,1,43,3,21
10701,22-03-43,0,,33.33333333,22.22222222,27.77777778,0,,43,3,22
10701,23-03-43,7.62,,32.22222222,21.66666667,26.66666667,0,1,43,3,23
10701,24-03-43,T,,33.33333333,21.11111111,27.22222222,0,1,43,3,24
10701,25-03-43,T,,33.33333333,23.33333333,28.33333333,0,1,43,3,25
10701,26-03-43,0,,34.44444444,22.77777778,28.88888889,0,,43,3,26
10701,27-03-43,T,,32.77777778,22.77777778,27.77777778,0,1,43,3,27
10701,28-03-43,0,,33.33333333,22.77777778,27.77777778,0,,43,3,28
10701,29-03-43,T,,32.77777778,23.88888889,28.33333333,0,1,43,3,29
10701,30-03-43,0,,32.77777778,23.33333333,27.77777778,0,,43,3,30
10701,31-03-43,1.016,,33.33333333,23.33333333,28.33333333,0,1,43,3,31
10701,01-04-43,0,,33.33333333,22.77777778,27.77777778,0,,43,4,1
10701,02-04-43,0,,33.88888889,21.66666667,27.77777778,0,,43,4,2
10701,03-04-43,0,,32.22222222,23.88888889,27.77777778,0,,43,4,3
10701,04-04-43,0,,33.88888889,22.77777778,28.33333333,0,,43,4,4
10701,05-04-43,0,,34.44444444,23.33333333,28.88888889,0,,43,4,5
10701,06-04-43,T,,32.77777778,23.88888889,28.33333333,0,1,43,4,6
10701,07-04-43,T,,32.77777778,24.44444444,28.88888889,0,1,43,4,7
10701,08-04-43,T,,33.88888889,23.88888889,28.88888889,0,1,43,4,8
10701,09-04-43,T,,30.55555556,24.44444444,27.77777778,0,1,43,4,9
10701,10-04-43,7.112,,33.88888889,23.33333333,28.88888889,0,1,43,4,10
10701,11-04-43,0,,33.88888889,23.33333333,28.88888889,0,,43,4,11
10701,12-04-43,T,,33.88888889,23.88888889,28.88888889,0,1,43,4,12
10701,13-04-43,0,,35,23.88888889,29.44444444,0,,43,4,13
10701,14-04-43,0,,33.88888889,23.88888889,28.88888889,0,,43,4,14
10701,15-04-43,0,,34.44444444,24.44444444,29.44444444,0,,43,4,15
10701,16-04-43,0,,33.33333333,24.44444444,28.88888889,0,,43,4,16
10701,17-04-43,0,,35,22.77777778,28.88888889,0,,43,4,17
10701,18-04-43,T,,34.44444444,22.77777778,28.88888889,0,1,43,4,18
10701,19-04-43,T,,34.44444444,23.33333333,28.88888889,0,1,43,4,19
10701,20-04-43,3.048,,35.55555556,23.33333333,29.44444444,0,1,43,4,20
10701,21-04-43,T,,32.77777778,23.33333333,27.77777778,0,1,43,4,21
10701,22-04-43,41.148,,33.88888889,23.33333333,28.88888889,0,1,43,4,22
10701,23-04-43,0.508,,29.44444444,23.33333333,26.66666667,0,1,43,4,23
10701,24-04-43,0,,30.55555556,22.22222222,26.66666667,0,,43,4,24
10701,25-04-43,0.254,,31.11111111,23.88888889,27.77777778,0,1,43,4,25
10701,26-04-43,0,,29.44444444,22.22222222,25.55555556,0,1,43,4,26
10701,27-04-43,1.778,,30,22.77777778,26.66666667,0,1,43,4,27
10701,28-04-43,52.07,,30.55555556,22.22222222,26.66666667,0,1,43,4,28
10701,29-04-43,22.352,,32.77777778,22.22222222,27.77777778,0,1,43,4,29
10701,30-04-43,T,,28.88888889,23.33333333,26.11111111,0,1,43,4,30
10701,01-05-43,5.842,,30.55555556,22.22222222,26.66666667,0,1,43,5,1
10701,02-05-43,T,,31.11111111,22.22222222,26.66666667,0,1,43,5,2
10701,03-05-43,24.892,,31.66666667,22.77777778,27.22222222,0,1,43,5,3
10701,04-05-43,T,,30.55555556,23.33333333,26.66666667,0,1,43,5,4
10701,05-05-43,T,,31.11111111,23.88888889,27.77777778,0,1,43,5,5
10701,06-05-43,T,,33.33333333,23.33333333,28.33333333,0,,43,5,6
10701,07-05-43,0,,32.22222222,23.33333333,27.77777778,0,1,43,5,7
10701,08-05-43,0.508,,32.77777778,22.77777778,27.77777778,0,1,43,5,8
10701,09-05-43,T,,31.11111111,23.88888889,27.77777778,0,1,43,5,9
10701,10-05-43,0.762,,35.55555556,23.88888889,30,0,1,43,5,10
10701,11-05-43,T,,34.44444444,25,30,0,1,43,5,11
10701,12-05-43,T,,32.77777778,24.44444444,28.88888889,0,1,43,5,12
10701,13-05-43,1.778,,31.66666667,23.88888889,27.77777778,0,1,43,5,13
10701,14-05-43,1.27,,31.66666667,23.33333333,27.77777778,0,1,43,5,14
10701,15-05-43,3.048,,32.22222222,23.88888889,27.77777778,0,1,43,5,15
10701,16-05-43,T,,30,23.33333333,26.66666667,0,1,43,5,16
10701,17-05-43,T,,31.11111111,23.33333333,27.22222222,0,1,43,5,17
10701,18-05-43,0,,32.22222222,21.11111111,26.66666667,0,,43,5,18
10701,19-05-43,3.81,,32.22222222,23.88888889,27.77777778,0,1,43,5,19
10701,20-05-43,17.018,,32.22222222,25,28.88888889,0,1,43,5,20
10701,21-05-43,7.874,,31.66666667,24.44444444,27.77777778,0,1,43,5,21
10701,22-05-43,26.67,,31.66666667,24.44444444,27.77777778,0,1,43,5,22
10701,23-05-43,8.382,,28.88888889,22.22222222,25.55555556,0,1,43,5,23
10701,24-05-43,3.81,,30,22.22222222,26.11111111,0,1,43,5,24
10701,25-05-43,52.832,,25.55555556,22.22222222,23.88888889,0,1,43,5,25
10701,26-05-43,0.508,,32.22222222,21.66666667,26.66666667,0,1,43,5,26
10701,27-05-43,0,,33.88888889,22.77777778,28.33333333,0,,43,5,27
10701,28-05-43,T,,33.88888889,24.44444444,28.88888889,0,1,43,5,28
10701,29-05-43,25.908,,32.77777778,22.77777778,27.77777778,0,1,43,5,29
10701,30-05-43,1.016,,30,22.22222222,26.11111111,0,1,43,5,30
10701,31-05-43,1.778,,31.11111111,23.33333333,27.22222222,0,1,43,5,31
10701,01-06-43,27.94,,32.22222222,23.33333333,27.77777778,0,1,43,6,1
10701,02-06-43,T,,31.11111111,23.88888889,27.77777778,0,1,43,6,2
10701,03-06-43,0,,31.66666667,23.33333333,27.77777778,0,1,43,6,3
10701,04-06-43,14.732,,32.22222222,23.33333333,27.77777778,0,1,43,6,4
10701,05-06-43,5.08,,29.44444444,23.33333333,26.66666667,0,1,43,6,5
10701,06-06-43,5.08,,28.88888889,22.77777778,25.55555556,0,1,43,6,6
10701,07-06-43,9.906,,32.22222222,23.33333333,27.77777778,0,1,43,6,7
10701,08-06-43,26.162,,30.55555556,22.77777778,26.66666667,0,1,43,6,8
10701,09-06-43,T,,31.11111111,23.33333333,27.22222222,0,1,43,6,9
10701,10-06-43,T,,31.66666667,23.88888889,27.77777778,0,1,43,6,10
10701,11-06-43,T,,31.66666667,22.77777778,27.22222222,0,1,43,6,11
10701,12-06-43,49.53,,32.77777778,23.88888889,28.33333333,0,1,43,6,12
10701,13-06-43,14.986,,32.22222222,22.77777778,27.77777778,0,1,43,6,13
10701,14-06-43,4.318,,29.44444444,22.77777778,26.11111111,0,1,43,6,14
10701,15-06-43,0,,31.66666667,21.66666667,26.66666667,0,,43,6,15
10701,16-06-43,T,,31.66666667,23.33333333,27.77777778,0,1,43,6,16
10701,17-06-43,4.064,,27.77777778,23.88888889,25.55555556,0,1,43,6,17
10701,18-06-43,T,,29.44444444,22.77777778,26.11111111,0,1,43,6,18
10701,19-06-43,2.286,,31.66666667,23.33333333,27.77777778,0,1,43,6,19
10701,20-06-43,T,,32.77777778,24.44444444,28.88888889,0,1,43,6,20
10701,21-06-43,0.254,,31.11111111,23.88888889,27.77777778,0,1,43,6,21
10701,22-06-43,8.89,,31.11111111,22.77777778,26.66666667,0,1,43,6,22
10701,23-06-43,0.762,,28.33333333,23.33333333,25.55555556,0,1,43,6,23
10701,24-06-43,1.778,,32.22222222,23.33333333,27.77777778,0,1,43,6,24
10701,25-06-43,T,,30.55555556,23.33333333,26.66666667,0,,43,6,25
10701,26-06-43,T,,31.11111111,23.33333333,27.22222222,0,1,43,6,26
10701,27-06-43,42.672,,33.33333333,20.55555556,26.66666667,0,1,43,6,27
10701,28-06-43,0.254,,28.88888889,21.11111111,25,0,1,43,6,28
10701,29-06-43,T,,31.66666667,22.22222222,26.66666667,0,1,43,6,29
10701,30-06-43,8.128,,26.66666667,21.66666667,24.44444444,0,1,43,6,30
10701,01-07-43,T,,31.11111111,20.55555556,25.55555556,0,1,43,7,1
10701,02-07-43,T,,31.66666667,21.11111111,26.66666667,0,1,43,7,2
10701,03-07-43,42.926,,30.55555556,23.33333333,26.66666667,0,1,43,7,3
10701,04-07-43,0,,30,23.33333333,26.66666667,0,1,43,7,4
10701,05-07-43,1.524,,30,22.77777778,26.66666667,0,1,43,7,5
10701,06-07-43,4.064,,32.22222222,22.77777778,27.77777778,0,1,43,7,6
10701,07-07-43,T,,32.22222222,23.88888889,27.77777778,0,1,43,7,7
10701,08-07-43,0,,32.77777778,23.88888889,28.33333333,0,,43,7,8
10701,09-07-43,6.096,,32.22222222,23.88888889,27.77777778,0,1,43,7,9
10701,10-07-43,0,,32.22222222,23.88888889,27.77777778,0,,43,7,10
10701,11-07-43,8.382,,34.44444444,24.44444444,29.44444444,0,1,43,7,11
10701,12-07-43,T,,33.33333333,24.44444444,28.88888889,0,1,43,7,12
10701,13-07-43,12.7,,32.22222222,24.44444444,28.33333333,0,1,43,7,13
10701,14-07-43,6.858,,31.66666667,24.44444444,27.77777778,0,1,43,7,14
10701,15-07-43,19.304,,28.88888889,19.44444444,24.44444444,0,1,43,7,15
10701,16-07-43,T,,31.66666667,23.88888889,27.77777778,0,1,43,7,16
10701,17-07-43,2.794,,32.22222222,24.44444444,28.33333333,0,1,43,7,17
